ДНК и психогенетика,https://postnauka.ru/video/70633,"հոգեբանություն,ուղեղ,գենետիկա",,,"Highlight:
Sticky notes:Մեծ բան չկար, բայց մի երկու հետաքրքիր փաստ կար
Highlight:На протяжении долгого времени мы знаем, что генетика важна, но психология отрицала, что и для людей тоже. Однако после века исследований все радикально изменилось. Большинство психологов сейчас согласны с тем, что наследственность важна, причем настолько, что неинтересно говорить что-то вроде: «Смотрите, вот еще одна черта, еще одно измерение, давайте посмотрим, наследуется ли она». Можно сэкономить время, просто сказав: «Да, скорее всего, она наследуется».
Highlight:Самым большим открытием таких исследований было то, что самые сильные эффекты намного меньше, чем мы всегда думали. Самым сильным эффектом из тех, которые мы знаем, обладает ген, называющийся FTO, влияющий на массу тела относительно роста — индекс массы тела. Он отвечает где-то за 1% дисперсии в весе, и это самый большой из найденных эффектов. Этот 1% кодируется так: есть отрезок ДНК, он может быть в двух формах, называющихся А и Т. Если у вас форма АА, вы будете на три фунта легче среднего, а если у вас вариант АТ, то у вас средний вес, а если ТТ, то вы будете на три фунта тяжелее среднего. То есть разница в шесть фунтов, и это 1% от всей дисперсии, и это самый сильный эффект. Средняя величина эффекта меньше 0,01, то есть около 0,1% дисперсии. Это очень мало.
Sticky notes:Կամքի ֆակտորը կարևոր է, կապ չունի թե դու ինչ հակում ունես, միշտ կարելի է դրա դեմ գնալ
Highlight:Мне особенно интересны расстройства чтения. Расстройства чтения и способность к чтению очень наследуемы. Сейчас мы ждем, пока дети пойдут в школу, не смогут научиться нормально читать, и пытаемся что-то делать с этим. Однако можно предсказать, какие дети обладают большим риском, и уже сейчас мы знаем, что почти все дети, испытывающие проблемы с чтением, имели проблемы с речью раньше. Нельзя помочь трехлетним детям с проблемами с чтением, поскольку они не умеют читать, но можно помочь им с речью,
Sticky notes:ի՞նչ կապ ունի սա գեների հետ, արդյոք նկատի ունի, որ կարողանում են դա հասկանալ գենետիկ հետազոտությունով, թե ուղղակի փաստում է , որ խոսքի և հետո կարդալու միջև էմպիրիկ/ստատիստիկ կապը կա, բայց իրեն դա հետաքրքրում է գենետիկական տեսանկյունից
Highlight:Один из результатов генетических исследований — это толерантность. В Великобритании вес, эпидемия ожирения — большая проблема. И люди абсолютно серьезно утверждают, что люди с избыточным весом должны больше платить за связанные с этим заболевания, что другие люди, которые платят за медицинские услуги. Это вина самих толстяков: раз они толстые, то почему бы им не сбросить вес? Но если вы признаете, что это генетически заложено, что 70% различий объясняются генетикой, вы поймете, что это не означает, что вы не можете сбросить вес: если вы перестанете есть, вы похудеете. Но если вы худой, вы не осознаете, как просто для людей с генетической предрасположенностью набрать вес и как сложно им его сбросить, потому что для них это сложнее.
Highlight:индивидуализированная медицина, основанная на генетике, которая не прописывает всем одинаковые лекарства, и нужна не образовательная система с одинаковой программой для всех, а понимание того, что люди различаются генетически и им нужны подстроенные под них вмешательства
",2017-02-10 15:51:19
Энактивизм — Википедия,https://ru.wikipedia.org/wiki/%D0%AD%D0%BD%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%B8%D0%B7%D0%BC,"հոգեբանություն,ուղեղ,cognitiv","""Согласно энактивизму, познание представляет собой не отражение в сознании субъекта внешнего по отношению к нему мира (как утверждает доминирующая в когнитивной науке и эпистемологии парадигма — репрезентационализм), а процесс формирования мира путём взаимодействия между мозгом, телом и внешней средой. Ключевым понятием энактивизма является опыт. Энактивизм базируется на философии недвойственности, преодолевающей противопоставление субъекта и объекта, тела и сознания, организма и внешней среды, жизни и познания, реального и виртуального. Отличительные черты энактивизма[4]:

    холизм;
    динамизм;
    процессуализм;
    эмерджентизм[en];
    автопоэтичность;
    активность телесного разума и познающего тела;
    натурализм.""",,,2017-02-10 15:47:09
Байесовская вероятность — Википедия,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B9%D0%B5%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%B5%D1%80%D0%BE%D1%8F%D1%82%D0%BD%D0%BE%D1%81%D1%82%D1%8C,"հոգեբանություն,ուղեղ,cognitiv,statistics",,,"Highlight:Вероятность определяется как степень уверенности в истинности
",2017-02-10 15:33:13
Принцип свободной энергии — Постнаука,https://postnauka.ru/video/70636,"հոգեբանություն,ուղեղ,cognitiv","""Можно рассматривать принцип свободной энергии как принцип организации всех систем, имеющих черты живого. """,,"Highlight:
Sticky notes:Շատ խառը և ապուշ նյութ էր, միայն թե մի քանի հղում կար, դրանով է պիտանի
Highlight:Можно рассматривать принцип свободной энергии как принцип организации всех систем, имеющих черты живого.
Highlight:энактивизма
Sticky notes:Согласно энактивизму, познание представляет собой не отражение в сознании субъекта внешнего по отношению к нему мира (как утверждает доминирующая в когнитивной науке и эпистемологии парадигма — репрезентационализм), а процесс формирования мира путём взаимодействия между мозгом, телом и внешней средой. Ключевым понятием энактивизма является опыт. Энактивизм базируется на философии недвойственности, преодолевающей противопоставление субъекта и объекта, тела и сознания, организма и внешней среды, жизни и познания, реального и виртуального. Отличительные черты энактивизма[4]:

    холизм;
    динамизм;
    процессуализм;
    эмерджентизм[en];
    автопоэтичность;
    активность телесного разума и познающего тела;
    натурализм.

https://ru.wikipedia.org/wiki/%D0%AD%D0%BD%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%B8%D0%B7%D0%BC
Highlight:Это иногда называют гипотезой байесовского мозга — мозга как одного из лучших примеров органа, который активно строит объяснения, самостоятельно отбирая информацию о мире.
Highlight:Теперь необходимо вам разъяснить, почему существующая система будет вести себя так, будто у нее есть некоторая модель мира и она пытается собирать информацию, подтверждающую ее модель.
Highlight:Покрытие Маркова имеет два основных аспекта
Highlight:С одной стороны, есть сенсорные состояния, которые определяются тем, что они не влияют на внешние состояния, но влияют на внутренние
Highlight:С другой стороны, есть активные состояния, работающие в противоположном направлении
Highlight:Давайте на минуту забудем о понятии «покрытие Маркова» и просто подумаем, что значит для системы существовать в течение некоторого времени. Это означает, что она сопротивляется тому, чтобы быть рассеянной случайными флуктуациями
Highlight:байесовской моделью представления знаний
Highlight:Это, в свою очередь, означает, что мы можем считать, что внутренние состояния, скажем, мозга моделируют мир, потому что они максимизируют байесовскую вероятность наблюдений для меня или для модели мира.
Highlight:аким образом, если говорить простым языком, практически по определению я собираю информацию, которая максимизирует количество подтверждений моего собственного существования, и это и есть принцип свободной энергии.
Highlight:иерархии коннектома
Sticky notes:Такое представление памяти породило понятие коннектом, что представляет собой полное описание всех связей в нервной системе с учётом качества и свойств этих связей. 
http://habrahabr.net/thread/1261
Highlight:Принцип свободной энергии очень удобен, как кажется мне и моим коллегам, в основном потому, что он показывает связи между предыдущими теориями. Существует множество глобальных теорий мозга, с которыми необходимо считаться. Например, принцип минимальной избыточности<span class=""diigoHighlightCommentLocator""></span> и максимальной эффективности<span class=""diigoHighlightCommentLocator""></span>, согласно которому мозг старается извлечь как можно больше информации из окружающей его среды. Существуют другие теории, объясняющие, как мы выбираем и оцениваем определенные паттерны поведения. Полезно наблюдать, как все они становятся частными случаями вариационных принципов, одним из которых является принцип свободной энергии.
",2017-02-10 15:16:27
Transmission - Android Apps on Google Play,https://play.google.com/store/apps/details?id=com.lojugames.games.transmission&hl=en,"learning-apps,android,երեխեքին,Կրթություն2.0",,,,2017-02-10 15:11:01
Euclidea - Android Apps on Google Play,https://play.google.com/store/apps/details?id=com.hil_hk.euclidea&hl=en,"learning-apps,android,երեխեքին,Կրթություն2.0",,,,2017-02-10 15:10:23
Busy Water - Android Apps on Google Play,https://play.google.com/store/apps/details?id=com.SevenAcademy.BusyWater&hl=en,"learning-apps,android,երեխեքին,Կրթություն2.0",,,,2017-02-10 15:09:19
Синтаксический анализ текстов с помощью SyntaxNet / Хабрахабр,https://habrahabr.ru/post/317564/,"NLP,ՔոմփյութրՍայնս",,,,2017-02-10 15:06:39
Английский для программистов и других компьютерных специальностей: полезные слова и фразы из мира IT,http://skyeng.ru/articles/anglijskij-dlya-programmistov-i-drugih-kompyuternyh-spetsialnostej-poleznye-slova-i-frazy-iz-mira-it,"FORինչպեսդառնալծրագրավորող,լեզուներ,անգլերեն",,,,2017-02-10 15:05:55
GitHub - Vedenin/code-for-learning-languages: Java English Learn,https://github.com/Vedenin/code-for-learning-languages,"FORինչպեսդառնալծրագրավորող,լեզուներ,անգլերեն",,,,2017-02-10 15:04:03
Учим английскую грамматику с помощью программного кода или открытый проект code-for-learning-languages | SavePearlHarbor,http://savepearlharbor.com/?p=282887,"FORինչպեսդառնալծրագրավորող,լեզուներ,անգլերեն",,,,2017-02-10 15:02:45
TensorFlow,https://www.tensorflow.org,"""graph teory"",libraries,library",,,,2017-02-10 15:00:12
models/syntaxnet at master · tensorflow/models · GitHub,https://github.com/tensorflow/models/tree/master/syntaxnet,"""նեյրոնային ցանցեր"",NLP,լեզու,library",,,,2017-02-10 14:49:15
RunKit,https://runkit.com/jabher/neural-network-from-scratch-in-js---ru,"""նեյրոնային ցանցեր"",javascript,js",,,,2017-02-10 14:46:25
How To Create Remote API Scripts For ISPConfig 3,http://www.howtoforge.com/how-to-create-remote-api-scripts-for-ispconfig-3,FORTUMO,,,,2017-02-10 08:54:36
Amazon.com: Melissa & Doug Suspend Family Game (31 pcs): Melissa & Doug: Toys & Games,https://www.amazon.com/Melissa-Doug-Suspend-Family-Game/dp/B007EA4UBY/ref=pd_sim_21_38?_encoding=UTF8&pd_rd_i=B007EA4UBY&pd_rd_r=V9FQTSAZAJB4Y0PS9F0F&pd_rd_w=v8uRJ&pd_rd_wg=GiosC&psc=1&refRID=V9FQTSAZAJB4Y0PS9F0F,WishList,,,,2017-02-10 08:49:25
Cytoscape.js,http://js.cytoscape.org,"վիզուալացում,վիզուալիզացիա,գրաֆիկներ,""graph teory"",ՔոմփյութրՍայնս,javascript,js,library,ՏՏwebRes,graph,visualization",,,,2017-02-09 10:47:24
Process Incoming Email Messages using PHP Script to Receive and Get Read Email Inbox using POP3 and Parse Mail from the Mailbox - POP3 e-mail client package blog - PHP Classes,http://www.phpclasses.org/blog/package/2/post/1-Process-incoming-email-messages-using-PHP.html,FORTUMO,,,,2017-02-07 15:18:03
turtle — Turtle graphics for Tk — Python v3.0.1 documentation,https://docs.python.org/3.0/library/turtle.html,"kturtle,CHILDprogr,cheatsheet,FORTUMO,FORProgrammingClub,FORAregnazan,TODOTranslate",,,,2017-02-03 16:43:36
Tips for Setting Up an Elementary Stem Lab - STEM Activities for Kids,http://stemactivitiesforkids.com/2017/01/21/tips-setting-elementary-stem-lab/,"STEM,Մանկավարժական",,,,2017-02-02 11:30:07
Scratch Coding Cards: Creative Coding Activities for Kids: Natalie Rusk: 9781593277741: Amazon.com: Books,https://www.amazon.com/gp/product/1593277741/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&tag=momgineer05-20&camp=1789&creative=9325&linkCode=as2&creativeASIN=1593277741&linkId=1d0e995d891764bcd9c0ac4cac0e4cc3,WishList,,,,2017-02-01 15:24:36
Data on the Web? Here’s How. | W3C Blog,https://www.w3.org/blog/2017/01/dwbp/?pk_campaign=feed&pk_kwd=dwbp,no_tag,,,,2017-02-01 15:06:58
Syg.ma — По стопам Фуко. Три уровня субъективации у Спинозы глазами,http://syg.ma/@postrusakov/po-stopam-fuko-tri-urovnia-subiektivatsii-u-spinozy-ghlazami-dielieza,փիլիսոփայություն,,,"Highlight:Аффект&nbsp;— это нерепрезентативный модус мысли, отражающий степень субъективного совершенства и&nbsp;сводящийся не&nbsp;к&nbsp;интеллектуальному сравнению идей, а&nbsp;к&nbsp;переживанию различных степеней совершенства (надежда, любовь, тоска).
",2017-02-01 15:03:28
Typing Practice for Programmers | SpeedCoder,http://www.speedcoder.net/lessons/,"CHILDprogr,FORWebDevSchool,typing",,,,2017-02-01 14:50:00
Шаблоны Проектирования – Шаблоны проектирования,https://nixsolutions.github.io/design-patterns/,"php,TODOTag",,,,2017-02-01 14:47:08
Byte saving techniques · jed/140bytes Wiki · GitHub,https://github.com/jed/140bytes/wiki/Byte-saving-techniques,no_tag,,,,2017-02-01 14:37:48
Progressive Web App Checklist  |  Web  |  Google Developers,https://developers.google.com/web/progressive-web-apps/checklist,no_tag,,,,2017-02-01 14:35:58
CSS Reference - A free visual guide to the most popular CSS properties,http://cssreference.io,"css,FORWebDevSchool,ՏՏwebRes,cheatsheet",,,,2017-02-01 14:35:05
GitHub - MostlyAdequate/mostly-adequate-guide: Mostly adequate guide to FP (in javascript),https://github.com/MostlyAdequate/mostly-adequate-guide,"javascript,book",,,,2017-02-01 14:28:54
GitHub - ryanmcdermott/clean-code-javascript: Clean Code concepts adapted for JavaScript,https://github.com/ryanmcdermott/clean-code-javascript,"TODOTranslate,javascript,""best practice"",ՏՏwebTuts,js",,,,2017-02-01 14:27:42
HTML Canvas Tutorial,https://skilled.co/html-canvas/,"ՏՏwebTuts,canvas,cheatsheet,FORWebDevSchool,frontend",,,,2017-02-01 14:21:09
GitHub - pinceladasdaweb/Static-Site-Generators: A definitive list of tools for generating static websites.,https://github.com/pinceladasdaweb/Static-Site-Generators,"static,site,generator,ՏՏwebRes,ՏՏwebDevTools,lists",,,,2017-02-01 14:17:13
Эстетическая красота: Switch vs If / Хабрахабр,https://habrahabr.ru/post/320712/,"ՔոմփյութրՍայնս,CHILDprogr,switch,if",,,,2017-02-01 14:14:49
33 способа ускорить ваш фронтенд в 2017 году / Блог компании Badoo / Хабрахабр,https://habrahabr.ru/company/badoo/blog/320558/,"արագագործություն,ՏՏwebTuts,frontend",,,,2017-02-01 14:11:06
CAMPUS Archives - NClouD,http://nout.am/cloud/category/campus/,ՀայՏՏ,,,,2017-01-31 10:24:15
typeahead.js – examples,https://twitter.github.io/typeahead.js/examples/,"ՏՏwebRes,autocomplete,forms,library",,,,2017-01-30 14:22:03
Narine Poghosyan - YouTube,https://www.youtube.com/playlist?list=PLzn7zhYhdQE3wUMayJ0zWvijBLY54z4hB,ՀայՏՏ,,,,2017-01-30 13:17:14
